Tweet,Polarity
hrm scanner traffic diminishes greatly public service strike,0
doesnt single pair spring pant fit,0
tired swollen handsthey feel good,0
goodmorninglt wishing sun would come cloud tell going one day,0
spring finished going back school tommorow,0
dizzy feeling well today,0
opening daythe commerce bank quotcquot mascot walked bank changing namewill quotcquot lose job,0
raining outside forecast say rain day crappy start weekend,0
since annoyingly early hour saturday laying bed attempting fall back sleepit evading,0
could offer one tip future sunscreen would read mary schmich book ouch,0
softball ineurekait raining maybe thereeureka raining fun sun,0
settling enjoying cup rooibos teatweetingmissing captain already,0
sorry hear hope get well soon,0
know twitter screen name shortenglishsenseicafe quit fit,0
want outside working garden raining sick,0
oh came back walk computer hung black screen restarted corrupted graphic even post,0
argh hate forum let delete post,0
urgh im tired impatient boy silly game,0
morning could slept,0
sorry hear least u,0
broke vibrate fone,0
race good ran better last time see though,0
got home really want nothing,0
know,0
work blah,0
wish participate,0
wwipltcom site believe show server unavailable error whats issue,0
fhrjekdfnb youu,0
hate homework oh ya pedi today lol want blackberry tweet ok gon na tweet,0
last night,0
another gorgeous day dry need four rain day coming ct wildfire,0
nataliee love still bday gift must see soon,0
feel really sucky right,0
got way asda road closed due accident driving hungry,0
sitting couch working,0
work back lr hope,0
canquott figure twitter phone,0
stuck without ride taking bus home work without ipod,0
ala quotbuy mpsquot setup,0
got rachel getting married seven pound wanted yes man red box went,0
ugh hate working saturday make hr week never feel like weekend,0
aand go great day rip mr wever,0
motel shampoo conditioner blow dryer either,0
vacation almost done back work soon,0
follower til happenin anytime soon,0
bummercan get see bf sing ernie el gig guess dog pockles tonight,0
saturday holed home writing essay due week ago weather actually good st time week,0
still gutted couldnt see diana sing last night bring halmiton park july,0
starting far many spamers follower twitter tweet moving furniture furniture company follow,0
funtime back painting,0
walk last night like wth,0
snow mounted couple inch overnight pretty hope lose peach tree bloom,0
still confirmation email technically could give already,0
tenner bloody cop,0
miss old hairstyle daniel still look great,0
headed performanceoutsiden rain rain dance backwards make stop,0
wan na get dvd hope good dvd store im dvdaholic alcoholic,0
feel ridiculous blaming hjsdkfsdhfjsd,0
everyone talking britney concert want go,0
yawn mornin headache pls depart veggin wcuppa chai wrap head around day,0
listening mariah carey belong together,0
sorry work saturday,0
goodmorning suck cold degree outside,0
sleeping something im missing friendly twitter banter right fampfurious fknfantastk,0
turned,0
alright well spent yesterday far away computer today today shall come back twitter,0
ok la least following jadilah,0
woke soo tired,0
going disneyland super stoked already missin bf though,0
anyone tell sleep reason maybe try,0
morning fam jouvert overr butt next road march wuut,0
bye bye plane anyone want offer private jet need one,0
link today show work think take period sumthin,0
eating last breakfast boat,0
sun go,0
see people number update,0
think shy know exactly wrote much mistake word,0
likeyi dunno doin,0
missing phily like mad hate he hr duty,0
want sushi today think busy get,0
fiddle broken shift key laptop,0
instead giving charity give individual need charity much overheadit go salary,0
nothing twitter yet,0
song cant see link,0
got finish work exam stuff,0
would totally go finishing invite,0
dnt like whn ur sad make sad,0
miss miranda pleez come back online,0
please talk sprint amp ensure million sero plan folk get pre instinct bad idea,0
ok,0
b wycombe bury already,0
look like another beautiful day today love sorry,0
buck non halal really saw one tweet friend timeline honest never saw halal certificate either,0
detroit piston quotroad clevelandquot know via,0
ah charger dying able log day,0
miss gurl,0
packing leave ready go,0
cute profile pic cute sterling,0
feeling better today thank lord going try tackle walmart grocery store today,0
many new follower welcome everyone usually send message deadline yesterday,0
ugh awake early,0
working til little sleep,0
believe week away blogsphere contest wait next xoxo,0
worked last night sleep open store morning fml body hurt,0
waiting groginess wear late night darvocet last night,0
iï like go madrid see think itï possible anyway iï watch tuesday quotel hormigueroquot,0
saturday boo photoshoot back probably later tonight xo,0
great night last night except fact bike stolen,0
aww hudson today city another two week,0
wish,0
go class yesterday sick left bus near college took cab home,0
sick think applebees food made sick,0
beautiful day guess big day,0
thats theme song get video iphone thanks sharing though,0
wan na go beach rain start,0
yup replacing daniel kandi since couldnt get passport unfortunatly,0
think caught wifey virus,0
watching glawster getting chewed spat cardiff glad pub twickenham,0
fml hospital go,0
warm day,0
least mine sorry love,0
coming home myrtle beach,0
workingand hoping feel better,0
sunny day today yay still cold,0
think might sciatica spell got pain lower back thought butt hammy knee calf foot,0
im lonely keep company female duluth minnesota,0
physical mental pain,0
spring break homework lot college stuff,0
auugh spilt freezing water mee,0
slight hangover,0
able check dm morning via mobile device mentioned sent dm amp missed apologized,0
jamestown,0
think really need see chiropractor hour neck pain,0
hmm psycho kitty even like think meerkat would last long,0
going sing miss miley cyrus daddy funeral miss ill love matter even lt xoxo,0
soo tired babysitting today may go late movie,0
uhoh daddy trying hamper mommy plan get kitteh pal play,0
aww sux get rest drink plenty water feel better,0
thanks poor puff getting old,0
nice time last night wish would hung longer overall great day capped great night friend drink fun,0
waking everyday amazing except next week start waking,0
yuk nose peeling hurt,0
come movie people need drink take swig instantly satisfied never happens,0
butterfly tummy facing monday hbu,0
nice burned tanning gone long lol oh well,0
im gon na wait till jonas brother updatebut since bahamasthey may update,0
finished cleaning closet empty,0
feeling bad bro car accident,0
hope find cat soon gone spca posted flyer around live,0
come coursework,0
hour english class satudays tiring,0
amazing many couple see one head chest sit straightyou loved,0
chore yay great day everyone,0
bet smarted bit,0
always glamourous movie making today laundry day,0
wan na go work,0
need coffee breakfast hub wake bring,0
watching dream girl movie reminds someone gah miss loser buddy,0
work cousin wedding really dont know blah,0
rendering particle animation put istock sale render farm maxed need server,0
think good idea expensive ear infection wanted die hope get better soon,0
yep wish would say hate people make fake trailer new film get everyone excited,0
halftime break match depressing fcb worse leverkusen losing,0
expect chen super king wud start dis season wit loss mon m,0
bummer,0
kind cold today happened nice weather lol,0
behind everything know would baton rouge dy,0
east coast time even though im home annoying must get back sleep,0
sick suck,0
got field trip geog class,0
yo ear hurt bad cry waiting dr office open get appt least snow ground,0
hate coming work saturday,0
new york left depressing weather,0
still looking job studying,0
received least phone call today already telemarketers,0
aww missed go tuck kid bed,0
lord bella ur bf mean,0
happened,0
noo silly work,0
therealjaymills wish indie store support joint jive scarce day,0
aww wanted ride wheeler today cottage,0
cry see niko,0
daughter isnt starting day right tried prom dress amp doesnt fit gained little weight,0
sometimes better feel ya,0
hand clapping usual reaction dancing,0
bought wheel barrow time start moving rock,0
hate studying weekend,0
quite tempted getting one eepc wootcom really need slightly larger version hand,0
